网络联盟:潮流?	1	中国计算机用户	2000	2000年11期	<正> 随着美国在线和时代华纳的购并之后,近日,在中国新浪网和新网两者的ICP和ISP的合作浮出水面,联合为网民提供144小时免费上网大赠送。意义何在?中国的互联网产业发展迅速,网民的增长速度也十分地喜人,基于网民人数的互联网经济、电子商务都有赖于网络队伍的不断扩大而发展繁荣。如何推动中国互联网应用更快、更好地向前发展,是一个摆在我们面前亟待解决的问题,新网和新浪的合作第一次将大规模免费上网的概念推到了中国人面前。 双方的合作是本着推动中国互联网应	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200011033&dbname=CJFD9902
华为—为广电综合业务护航	1	中国计算机用户	2000	2000年11期	<正> 华为公司在广电综合业务网一体化上有其独到的解决方案:提供从传输层、核心层、接入层和业务控制层的丰富产品,涵盖Radium系列交换机、系列路由器、以太网交换机、接入服务器、IP网关、数字程控交换机、接入网、SDH、DWDM、CATV、HFC、MPEG、会议电视及通信电源等主要通信产品领域,所有产品均具有自主知	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200011034&dbname=CJFD9902
“三网合一”,等你等得好着急	1	中国计算机用户	2000	2000年12期	电信网、有线电视网和计算机网络融合趋势已是必然,然而,现阶段其技术发展如何?疑难问题在哪?厂商做了些什么?实际的应用又怎样?“三网合一”什么时候能给用户带来实惠?	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200012030&dbname=CJFD9902
基于内容的网站提速方案	1	中国计算机用户	2000	2000年12期	<正> 需求分析 随着Internet应用的日益广泛,网络数据爆炸性的增长,如何增强基于Internet应用程序的性能颇令人头疼。因为人们发现仅仅依靠有限地增加Internet的接入速率并不能带来预期的效果。问题出在访问Internet信息时存在延迟,这个延迟是由许多综合因素造成的。如网上Web服务器的拥塞、Internet上众多路由器带来的数据延迟、以及数据通过光纤主干传输时物理传输极限带来的延迟等等。 我们举个例子:若一个网页上有10幅图像,则在Internet传输时需传11个对象,一个HTML文档加上10个图像。在真正的传输开始之前还有一个域名解析用以确	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200012036&dbname=CJFD9902
手机上网干什么	1	中国计算机用户	2000	2000年12期	<正> 当中国移动公司宣布全国六大省市同时开通WAP服务试点后,全国网站一片沉默。除了一个新兴的专门服务于无线网络的掌上通(wapdm.com)网站能够正常通过移动公司所公布的网关进行访问和使用外,其他地方不是出现错误连接,就是无法看中文,都是乱码。包括移动公司自己的门户,都有不少无法显示的连接。 在wapdm.com网站上,能够看出该网站清晰的市场定位:服务大众,贴近生活。除了“股票行情”、“飞机航班”、“天气预报”、“外汇行情”等等实时信息外,	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200012037&dbname=CJFD9902
21世纪是网络时代吗?	1	信息化建设	2000	2000年12期	支撑２１世纪人类世界的科学技术，不少人认为首推因特网莫属。如果我们回顾一下人类发展史，很可能会对持这一看法的人产生似怪非怪的疑惑。因为任何时代的任何人都有权以主观中心来评价本时代所发生的一切事物，当然，其中包括那些“划时代的新发明”和“人类发展史上最伟大的发现”。２１世纪的人们，往往会将因特网的发明与世界四大发明相提并论。对此，笔者的观点颇有些与其相悖。美国在线公司的史迪夫·凯斯董事长很早就预言，“新世纪将是网络时代”。不少专家也异口同声地断言，因特网可以与１５世纪发明的“加藤伯格活字印刷术”同日而语。因特网的意义之深远并不亚于活字铅版印刷术之伟大，云云。难道人们都患了历史健忘症？亦或我们对历	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200012003&dbname=CJFD9902
互联网行业的赢利业务在哪里?	1	中国计算机用户	2000	2000年13期	网络快速发展,技术逐步升级,人类进入了网络时代,随之而来的是许多传统行业向互联网转移,也有新兴的基于互联网的产业产生,我们禁不住要问:	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200013029&dbname=CJFD9902
中国互联网企业要创造自己的模式	1	中国计算机用户	2000	2000年14期	<正> 中国互联网行业是前无古人的产业,也无法抄袭国外的模式,其成功的关键在于探索出一条独特的适合中国国情的模式。这是4月15日在京举行的“中国资本的e机会”高层对话会上与会中外人士的主流意见。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200014041&dbname=CJFD9902
服务实现“四化”——访华为公司数据通信技术支援产品线总经理 薛银钰	1	中国计算机用户	2000	2000年17期	有这样一种观点:在未来的IT业中,软硬件都是免费,只有服务才是收钱的。而随着客户对于服务期望值的不断提高,在产品质量、性能和功能日益接近的今天,伴随着产业的竞争和客户的需求,各厂商的服务也纷纷从幕后走到台前,直接参与竞争,使服务成为真正的“牛市”。作为中国最大的电信网络设备供应商的华为公司如何理解服务?我们能从中得到一些借鉴。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200017030&dbname=CJFD9902
世界进入移动时代	1	中国计算机用户	2000	2000年18期	今年5月17日是第32个世界电信日。每年的电信日都有一个主题,世界各国都围绕该主题开展各种纪念活动,中国也不例外。今年世界电信日的主题是移动通信。对于选择这一主题,国际电信联盟秘书长在电信日致辞中表示:“鉴于移动业务特别是移动蜂窝业务在过去十年中的迅猛增长,这一选择恰如其分。”	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200018029&dbname=CJFD9902
无线网络,渐近的脚步	1	中国计算机用户	2000	2000年18期	随着信息技术的飞速发展,计算机网络市场得到了众多用户的青睐。但是局域网的传输媒介还大多限于有线介质,而随着便携设备使用的增多及无线局域网技术的发展,“移动办公”已经不是大家的梦想,我们已经清晰地听到无线网络的脚步声……	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200018030&dbname=CJFD9902
合作:ICP生存法则	1	中国计算机用户	2000	2000年18期	<正> 合作是ICP发展的必由之路 通过考察和分析笔者发现,在国内凡是合作开展得红红火火的ICP,一般都具有较大的影响力和较快的发展速度,就以目前国内最大的个人竞标网站“易趣网”(eachnet.com.cn)为例。该网站去年8月份上海创办,到年底时便在上海完全站稳脚跟,并在全国几大城市小有名气;今年2月份,网站的用户数首次超过20万,此后这一数目便急剧上升,到3月份时已有30万,到4月底更是达到了50万;调查表明,在短短的半年时间内,“易趣网”已经成长为中国最大的个人物品竞标网站,在C-to-C类网站中以网上活跃竞标数计	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200018041&dbname=CJFD9902
新一代网络应用的基石——XML技术	1	中国计算机用户	2000	2000年19期	在网络中,到目前为止,几乎所有的Web页面都是用HTML语言编写的。但随着Web应用的越来越广泛,HTML的弱点越来越明显,一种替代HTML的Web页面制作语言技术——XML出现了。专家认为:在未来的5年内,XML和HTML将同时用于Eeb应用的开发中,但未来的Web书写工具必定是XML。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200019007&dbname=CJFD9902
一个都不会少	1	中国计算机用户	2000	2000年19期	<正> Internet的发展使个体创业进入了前所未有的黄金时期。然而昂贵的办公设备却始终是创业者必须首先面对的难题,传真机、复印机、打印机和扫描仪等等,花费往往在数万元之巨。而对一个中小型企业来说,日常所需的复印、扫描等工作要求又往往比较简单。如果这时有一台功能齐全而又价格低廉的集成化办公设备突然出现在你的面前,你又怎么能不怦然心动呢?	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200019012&dbname=CJFD9902
为网站准备服务器	1	中国计算机用户	2000	2000年19期	<正> 随着Internet的迅猛发展,国内Ineternet用户在数量和上网时间上都增长很快。对于搜狐这样的国内知名网站,每天的访问量和注册用户都在迅速增加,且Internet网站面对众多的网民,必须保证服务器7×24小时的连续工作,因此要求服务器具有性能高、工作稳定、吞吐能力强、存储容量大、可扩展性好等特点。 搜狐的网站服务器应用在UNIX系统,主要包括两方面:网上社区和搜索引擎。网上社区的前台是多台Web服务器,后台是Oracle数据库服务器和文件服务器。数据库服务器由于要求存储量大,支持上千用户的同时连接,同时要求安全稳定、可随时扩充,因此搜狐采用了Sun Enterprise E450,配置UltraSPARC-Ⅱ 400MHz双CPU(可扩至4CPU)、4MB缓存,UltrasPARC-Ⅱ的VIS指令集可加速网络应用,6个PCI插槽提供超过1GB/秒的I/O,内存为2GB(可扩至4GB)。操	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200019014&dbname=CJFD9902
安得广厦千万间——《UNIX服务器系统架构及技术趋势》研讨会侧记	1	中国计算机用户	2000	2000年20期	<正> 企业业务的不断增加和网络规模的日益扩大,使得今天的企业IT架构无论是在处理的数据量上、还是在操作的复杂度上,都把过去的系统远远抛在了脑后。而这其中,关键业务计算的比重也越来越大。那么,作为这一领域的首选利器,今天的UNIX服务器及其相应系统在性能、可靠性、可用性等方面又有何进展呢?是否能够真正支撑起企业用户的关键业务呢?UNIX的未来又会朝着哪个方向迈进呢?为此,日前本刊举办了《UNIX服务器系统架构及技术趋势》研讨会。该领域的主要厂商和一些典型的行业用户参加了此次会议,大家就UNIX服	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200020010&dbname=CJFD9902
从幕后走到台前——互联网应用软件步入朝阳产业	1	中国计算机用户	2000	2000年20期	当人们在信息浩如烟海的互联网上找到自己急需的资料时,一定会感到无比的欣喜并感慨于它的神奇。可是,有多少人了解在这个看似简单的搜索过程后运转着的搜索引擎软件呢?在略显“冰冷”的数字时代,人们好象越来越关注于事件的结果,那些幕后的“英雄”们逐渐退出了人们的视线。但是,一个不争的事实是:正是这些默默“奉献”着的后台软件,促成了互联世界今日的繁荣,也因此,一个庞大的产业群正在迅速形成……	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200020025&dbname=CJFD9902
